phone,email,credit_score,age_group,family_background,income,employment_type,property_type,loan_amount,down_payment,property_search_frequency,budget_tool_usage,listing_saves,email_clicks,whatsapp_interactions,time_to_purchase,emi_affordability,job_stability,intent_score,high_intent
+91-9770207149,lead7354@example.com,552,26-35,Single,630065,Salaried,Apartment,3764072,788112,2,2,2,1,1,16,2.09,2.8,56,False
+91-9835386061,lead7355@example.com,627,26-35,Single,613995,Salaried,Apartment,4616986,1514634,0,3,6,3,5,30,1.66,1.9,58,False
+91-7264064129,lead7356@example.com,573,26-35,Married,391392,Salaried,Apartment,2866243,1099231,3,0,7,2,4,23,1.71,8.2,36,False
+91-7388836304,lead7357@example.com,609,36-50,Single,971585,Salaried,Apartment,6378101,2131153,3,2,7,1,4,4,1.9,14.3,74,True
+91-7934635444,lead7358@example.com,670,51+,Married with Kids,1121157,Salaried,Villa,6804815,1630480,3,5,8,0,0,21,2.06,5.8,83,True
+91-7596642845,lead7359@example.com,560,18-25,Single,392602,Self-Employed,Plot,2810049,813677,3,4,1,0,3,21,1.75,4.2,46,False
+91-9494379098,lead7360@example.com,646,36-50,Married with Kids,988659,Salaried,Apartment,5837677,2031336,4,3,4,1,2,1,2.12,0.9,75,True
+91-9732169658,lead7361@example.com,588,18-25,Married,387065,Salaried,Apartment,2985661,598948,5,2,4,5,5,3,1.62,9.0,66,True
+91-7000791717,lead7362@example.com,630,26-35,Married,411195,Salaried,Villa,3174465,786593,6,4,3,1,4,1,1.62,16.2,67,True
+91-7630180604,lead7363@example.com,575,26-35,Married,634665,Self-Employed,Apartment,3617289,1373448,0,2,2,1,4,2,2.19,0.6,59,False
+91-9838463998,lead7364@example.com,593,36-50,Married with Kids,896121,Salaried,Apartment,4843789,995549,5,0,2,2,4,2,2.31,8.6,68,True
+91-7640879683,lead7365@example.com,615,18-25,Married with Kids,358382,Self-Employed,Apartment,2438115,677174,5,1,2,4,4,2,1.84,0.3,61,True
+91-8945510312,lead7366@example.com,736,26-35,Married with Kids,595123,Salaried,Apartment,3558826,1373027,2,3,6,2,4,1,2.09,3.2,86,True
+91-9281726390,lead7367@example.com,603,26-35,Married,457479,Freelancer,Commercial,2522040,998279,1,2,4,2,3,16,2.27,2.7,45,False
+91-8251996942,lead7368@example.com,657,51+,Single,972714,Salaried,Commercial,5002460,1599166,2,3,4,4,3,13,2.43,11.6,93,True
+91-8674962768,lead7369@example.com,592,26-35,Single,580020,Salaried,Apartment,3282582,887020,2,3,7,3,6,3,2.21,3.1,88,True
+91-9643862317,lead7370@example.com,519,18-25,Married,286129,Salaried,Apartment,1718575,413974,6,5,5,4,4,2,2.08,8.8,78,True
+91-9482196541,lead7371@example.com,614,26-35,Married,960475,Self-Employed,Villa,4992874,1120013,6,2,2,2,1,0,2.4,0.3,75,True
+91-8920536604,lead7372@example.com,453,26-35,Married with Kids,449007,Self-Employed,Commercial,2314849,487525,6,2,8,0,2,5,2.42,1.2,64,True
+91-7840381733,lead7373@example.com,568,18-25,Married with Kids,347933,Salaried,Apartment,2292240,566786,3,1,10,0,2,12,1.9,5.5,41,False
+91-7883310198,lead7374@example.com,622,36-50,Married,942565,Salaried,Apartment,5068360,1922823,2,3,8,4,3,0,2.32,4.2,85,True
+91-9927092297,lead7375@example.com,674,26-35,Married with Kids,489464,Salaried,Apartment,2643198,660030,3,1,5,2,4,5,2.31,0.6,64,True
+91-8359776840,lead7376@example.com,576,36-50,Single,664498,Salaried,Apartment,4800042,1793986,3,1,7,0,2,19,1.73,0.0,47,False
+91-8287353440,lead7377@example.com,547,26-35,Married,380780,Freelancer,Commercial,2372406,554180,3,2,2,3,3,3,2.01,1.4,52,False
+91-9449318527,lead7378@example.com,704,36-50,Married,1066451,Self-Employed,Plot,6242916,2390830,1,3,2,0,4,10,2.14,1.0,72,True
+91-9918683391,lead7379@example.com,686,51+,Single,1075854,Salaried,Apartment,6300546,2334197,1,3,4,4,4,22,2.13,3.2,79,True
+91-8308032847,lead7380@example.com,654,36-50,Single,789867,Salaried,Villa,4541476,1241269,4,3,6,1,3,18,2.17,1.2,66,True
+91-8867138383,lead7381@example.com,588,18-25,Married with Kids,398812,Self-Employed,Villa,2653543,919040,3,2,5,3,4,0,1.88,0.1,61,True
+91-8478605304,lead7382@example.com,621,36-50,Married,696318,Freelancer,Villa,5010895,1431335,1,0,3,0,4,11,1.74,0.1,42,False
+91-7383486488,lead7383@example.com,616,36-50,Married,776013,Freelancer,Commercial,3968968,964764,3,2,5,1,2,4,2.44,2.2,65,True
+91-9502793324,lead7384@example.com,524,26-35,Married,341659,Salaried,Apartment,2183639,824065,4,1,5,0,3,6,1.96,1.2,44,False
+91-7034871912,lead7385@example.com,657,51+,Married,1179277,Salaried,Plot,6889860,2314227,4,0,9,3,3,8,2.14,3.2,91,True
+91-9626332786,lead7386@example.com,544,26-35,Married with Kids,381410,Freelancer,Apartment,1985315,660390,7,1,5,3,3,12,2.4,7.7,55,False
+91-9192253856,lead7387@example.com,551,51+,Married,788220,Salaried,Commercial,5518912,2080395,6,1,4,1,2,2,1.79,7.1,61,True
+91-8736014680,lead7388@example.com,700,36-50,Single,1213800,Business Owner,Apartment,7120149,1881552,1,1,3,2,4,15,2.13,3.6,73,True
+91-7547847544,lead7389@example.com,594,36-50,Single,1002082,Salaried,Plot,7603798,1866004,2,1,5,0,0,19,1.65,5.7,51,False
+91-8263513519,lead7390@example.com,585,26-35,Single,784191,Salaried,Commercial,6043393,1674713,3,5,2,3,2,0,1.62,0.4,73,True
+91-7268051302,lead7391@example.com,549,18-25,Single,294012,Salaried,Apartment,1540447,575756,5,0,5,2,1,7,2.39,1.2,46,False
+91-8585800252,lead7392@example.com,486,26-35,Married,758844,Self-Employed,Apartment,5384255,1324719,4,4,0,3,6,20,1.76,17.8,58,False
+91-9357443688,lead7393@example.com,630,26-35,Married,607606,Salaried,Apartment,4462312,1164390,2,0,10,4,1,3,1.7,9.7,55,False
+91-7228180081,lead7394@example.com,685,26-35,Married,923585,Business Owner,Apartment,7249946,2084501,2,5,8,5,3,1,1.59,7.9,98,True
+91-7003622015,lead7395@example.com,636,26-35,Married,869100,Business Owner,Villa,5629241,1830682,1,4,2,4,2,10,1.93,3.5,73,True
+91-9405311630,lead7396@example.com,720,51+,Married,1187127,Salaried,Apartment,8541049,3184793,2,2,4,3,5,0,1.74,4.5,89,True
+91-8542943951,lead7397@example.com,583,18-25,Married,226378,Salaried,Plot,1292051,399281,4,0,4,2,3,6,2.19,4.4,53,False
+91-7471150679,lead7398@example.com,671,36-50,Married with Kids,1477947,Business Owner,Apartment,7615447,1642676,1,3,5,3,2,2,2.43,1.1,89,True
+91-8212079465,lead7399@example.com,627,26-35,Single,496877,Freelancer,Apartment,3434157,823810,3,2,7,3,3,6,1.81,3.3,62,True
+91-7133937440,lead7400@example.com,636,18-25,Married with Kids,265681,Self-Employed,Apartment,1947295,631475,2,2,5,2,1,0,1.71,0.5,45,False
+91-8010353136,lead7401@example.com,598,26-35,Single,677421,Salaried,Plot,4908576,1034624,2,1,7,1,5,9,1.73,15.6,65,True
+91-8854203954,lead7402@example.com,650,36-50,Married with Kids,686093,Salaried,Apartment,5222077,1714277,3,2,4,1,1,32,1.64,5.1,49,False
+91-9534734556,lead7403@example.com,675,36-50,Married,1015108,Self-Employed,Apartment,5637341,1234003,2,4,12,3,2,1,2.25,0.1,90,True
+91-8693369537,lead7404@example.com,638,26-35,Married,831957,Self-Employed,Apartment,5849835,1560359,5,5,5,4,4,14,1.78,0.9,84,True
+91-9685274976,lead7405@example.com,669,26-35,Single,832310,Business Owner,Villa,5681590,2168741,1,2,6,2,3,5,1.83,1.6,83,True
+91-8366346378,lead7406@example.com,576,26-35,Married,658606,Self-Employed,Apartment,4845768,1678162,5,1,3,1,2,8,1.7,2.3,51,False
+91-8644068874,lead7407@example.com,633,51+,Married with Kids,927458,Salaried,Apartment,6510818,2302260,2,2,5,1,2,2,1.78,2.3,77,True
+91-8743896971,lead7408@example.com,670,36-50,Single,695661,Salaried,Apartment,5298064,1451224,5,1,7,1,4,23,1.64,14.1,70,True
+91-8638809377,lead7409@example.com,566,26-35,Single,758878,Business Owner,Plot,5957389,2179685,3,3,1,1,3,6,1.59,9.1,58,False
+91-8869127013,lead7410@example.com,783,26-35,Married with Kids,697249,Salaried,Apartment,3525201,1298337,8,4,7,1,4,2,2.47,6.1,100,True
+91-9341267390,lead7411@example.com,482,26-35,Married with Kids,558805,Salaried,Villa,2988459,773270,4,2,6,0,2,4,2.34,0.0,68,True
+91-7907166142,lead7412@example.com,709,36-50,Single,910669,Salaried,Apartment,4786158,1086769,6,2,5,4,4,16,2.38,10.8,95,True
+91-9845362401,lead7413@example.com,583,26-35,Married,627602,Self-Employed,Plot,3805080,1009730,4,3,6,2,4,10,2.06,3.0,64,True
+91-7744790751,lead7414@example.com,608,26-35,Single,516204,Salaried,Apartment,2927066,1118886,3,3,9,2,4,14,2.2,3.3,63,True
+91-9039557201,lead7415@example.com,571,26-35,Married with Kids,534569,Salaried,Apartment,4082855,1524672,4,1,4,4,3,12,1.64,16.8,43,False
+91-7597296237,lead7416@example.com,612,18-25,Single,245621,Salaried,Apartment,1456763,577764,3,2,9,4,2,3,2.11,0.6,61,True
+91-7808428103,lead7417@example.com,545,18-25,Married,352212,Salaried,Villa,2127836,799875,3,2,3,3,3,1,2.07,1.5,57,False
+91-9385517516,lead7418@example.com,641,26-35,Married,394524,Freelancer,Apartment,2432822,488212,2,2,5,4,3,8,2.03,2.7,46,False
+91-8651823168,lead7419@example.com,533,36-50,Married with Kids,835358,Salaried,Villa,5771524,1249443,6,1,1,2,2,3,1.81,8.5,70,True
+91-8547424693,lead7420@example.com,615,36-50,Single,919405,Salaried,Villa,4792752,1114230,3,1,7,2,1,4,2.4,1.0,74,True
+91-8792012815,lead7421@example.com,541,26-35,Married with Kids,1131512,Business Owner,Apartment,6270021,1553595,5,1,3,4,2,0,2.26,3.5,81,True
+91-7662572988,lead7422@example.com,762,26-35,Single,1253744,Business Owner,Commercial,8107238,2378280,3,1,8,1,1,11,1.93,4.2,80,True
+91-8238972936,lead7423@example.com,553,36-50,Married with Kids,729836,Freelancer,Villa,4808800,1564129,2,3,3,4,4,2,1.9,1.4,70,True
+91-9877911915,lead7424@example.com,700,36-50,Married with Kids,1154231,Self-Employed,Apartment,6646093,2041297,3,4,3,1,2,6,2.17,1.6,77,True
+91-7539229515,lead7425@example.com,582,18-25,Married,306000,Freelancer,Apartment,2367892,914704,6,1,5,5,3,2,1.62,4.2,63,True
+91-7576717254,lead7426@example.com,552,26-35,Married with Kids,523893,Salaried,Plot,3404257,1176235,4,0,8,3,5,16,1.92,4.2,68,True
+91-7049833464,lead7427@example.com,572,26-35,Single,737736,Salaried,Commercial,4130576,1600673,1,0,4,2,4,16,2.23,1.6,59,False
+91-7308146694,lead7428@example.com,699,36-50,Single,1018729,Salaried,Commercial,5603139,1875165,6,3,5,3,2,50,2.27,4.6,92,True
+91-9784810609,lead7429@example.com,655,36-50,Married,757302,Salaried,Commercial,5285716,1691144,3,1,6,1,2,11,1.79,13.7,62,True
+91-7067464491,lead7430@example.com,575,26-35,Married,855637,Business Owner,Apartment,5956944,1899704,3,2,2,2,1,13,1.8,16.7,56,False
+91-7618457607,lead7431@example.com,562,18-25,Married with Kids,392295,Business Owner,Apartment,2378603,621138,6,4,2,2,2,4,2.06,4.1,60,True
+91-9090366319,lead7432@example.com,617,26-35,Married,909691,Business Owner,Villa,4879096,1730989,2,4,4,0,1,22,2.33,3.5,56,False
+91-9825773649,lead7433@example.com,651,18-25,Married with Kids,384771,Self-Employed,Plot,2230865,729277,0,2,2,2,0,10,2.16,3.4,53,False
+91-8875763024,lead7434@example.com,649,26-35,Single,612776,Salaried,Villa,4506328,1240106,3,1,7,2,5,36,1.7,3.2,62,True
+91-7583152392,lead7435@example.com,580,26-35,Married,695749,Salaried,Apartment,4016925,1492050,2,0,5,3,3,18,2.17,5.1,51,False
+91-7363626724,lead7436@example.com,605,26-35,Married with Kids,578569,Salaried,Apartment,3273164,1247043,3,2,7,5,1,10,2.21,17.6,67,True
+91-7589356566,lead7437@example.com,678,36-50,Single,993799,Salaried,Apartment,7104987,2785476,1,3,2,2,2,15,1.75,5.6,69,True
+91-9758412226,lead7438@example.com,676,36-50,Married with Kids,1073043,Salaried,Commercial,7385227,1828834,1,3,5,0,3,18,1.82,5.8,69,True
+91-8786085602,lead7439@example.com,657,51+,Married with Kids,1404066,Salaried,Apartment,9935037,3171379,2,4,7,0,3,3,1.77,1.7,83,True
+91-8958628128,lead7440@example.com,686,36-50,Married,939369,Salaried,Plot,5344233,2124727,4,4,6,2,6,17,2.2,2.3,91,True
+91-9986679532,lead7441@example.com,668,18-25,Married,300370,Self-Employed,Plot,1854638,546378,2,2,5,2,2,7,2.02,0.4,62,True
+91-9596004971,lead7442@example.com,596,36-50,Married,716287,Salaried,Villa,4613191,1582866,1,1,8,4,1,18,1.94,1.8,50,False
+91-8828385501,lead7443@example.com,602,26-35,Married with Kids,548319,Salaried,Apartment,3663074,1142854,3,1,4,4,3,5,1.87,2.0,61,True
+91-9676831869,lead7444@example.com,671,51+,Single,1071895,Salaried,Apartment,5885937,1478935,3,5,6,2,2,4,2.28,3.4,95,True
+91-7772223853,lead7445@example.com,551,26-35,Married,730093,Salaried,Apartment,4191062,1420856,2,0,4,0,6,1,2.18,16.0,72,True
+91-8951608900,lead7446@example.com,572,36-50,Married with Kids,761018,Salaried,Commercial,4986240,1552512,2,4,2,3,3,1,1.91,13.6,64,True
+91-9187920410,lead7447@example.com,545,26-35,Married with Kids,450450,Salaried,Plot,2268654,862424,2,0,7,1,3,8,2.48,7.9,45,False
+91-8821601641,lead7448@example.com,631,26-35,Married with Kids,862327,Business Owner,Apartment,4903916,1396539,4,3,5,0,2,1,2.2,2.0,86,True
+91-9371036817,lead7449@example.com,625,18-25,Married with Kids,466729,Self-Employed,Plot,3456846,1226746,1,4,6,3,2,0,1.69,4.6,54,False
+91-8932931842,lead7450@example.com,586,18-25,Married with Kids,373211,Business Owner,Apartment,2542673,867743,4,5,7,3,4,1,1.83,0.6,81,True
+91-8652337143,lead7451@example.com,613,26-35,Married with Kids,952025,Business Owner,Apartment,4883335,1362942,4,2,7,3,3,7,2.44,3.7,82,True
+91-8526032931,lead7452@example.com,659,51+,Married with Kids,1431567,Salaried,Apartment,7345952,1994800,1,0,7,4,1,0,2.44,9.9,81,True
+91-7969549862,lead7453@example.com,596,36-50,Married,925352,Salaried,Apartment,6009694,1297497,3,1,5,2,3,6,1.92,0.8,72,True
+91-7797966424,lead7454@example.com,603,18-25,Married,324735,Salaried,Apartment,2367910,920316,2,3,5,0,5,1,1.71,0.1,44,False
+91-8824381233,lead7455@example.com,620,26-35,Married,602319,Salaried,Apartment,3151945,1238079,2,0,3,1,2,1,2.39,3.2,61,True
+91-9596622371,lead7456@example.com,573,26-35,Married with Kids,882235,Business Owner,Apartment,4620079,1017424,0,2,6,3,3,9,2.39,4.8,69,True
+91-7031911578,lead7457@example.com,641,26-35,Married,763474,Self-Employed,Villa,3855803,1039673,6,0,10,2,4,20,2.48,3.1,69,True
+91-9482226946,lead7458@example.com,670,36-50,Married,939547,Self-Employed,Plot,6712414,1955765,2,0,9,0,3,25,1.75,4.2,61,True
+91-9139567857,lead7459@example.com,563,18-25,Married,377515,Salaried,Plot,2143836,652948,1,1,2,1,3,19,2.2,10.9,41,False
+91-8016833346,lead7460@example.com,665,18-25,Married,353486,Self-Employed,Apartment,2133873,466351,1,0,1,4,6,11,2.07,4.6,65,True
+91-9154908810,lead7461@example.com,544,26-35,Married,572566,Salaried,Apartment,2883740,887472,1,3,2,3,1,3,2.48,2.7,58,False
+91-8156421858,lead7462@example.com,507,26-35,Married with Kids,443998,Self-Employed,Apartment,3485876,770749,2,3,6,2,4,0,1.59,10.4,66,True
+91-8764534958,lead7463@example.com,621,51+,Married with Kids,1680728,Self-Employed,Commercial,9826235,2352773,1,2,5,0,2,10,2.14,0.8,63,True
+91-9345766219,lead7464@example.com,636,26-35,Married with Kids,692025,Self-Employed,Villa,3913348,1172921,2,3,4,2,4,0,2.21,7.3,63,True
+91-9475414520,lead7465@example.com,588,36-50,Married,704169,Salaried,Commercial,4584321,1103752,5,3,4,2,2,2,1.92,4.3,75,True
+91-8576124271,lead7466@example.com,648,26-35,Married with Kids,818494,Business Owner,Apartment,5782434,2307386,4,3,3,2,3,6,1.77,5.4,71,True
+91-7143717638,lead7467@example.com,537,26-35,Married,631941,Salaried,Commercial,4119780,984079,4,2,1,0,3,6,1.92,17.5,43,False
+91-7162629078,lead7468@example.com,605,36-50,Married with Kids,884591,Salaried,Villa,5916682,1961434,0,4,5,0,1,4,1.87,1.5,64,True
+91-9440183843,lead7469@example.com,581,26-35,Married,444177,Freelancer,Apartment,3198050,772062,5,2,7,2,5,19,1.74,7.2,63,True
+91-9075620820,lead7470@example.com,587,18-25,Single,372476,Self-Employed,Villa,2138189,481581,2,0,6,3,5,8,2.18,0.8,59,False
+91-8583033048,lead7471@example.com,778,51+,Single,1257194,Salaried,Villa,8352531,1779019,4,4,5,3,2,5,1.88,1.5,96,True
+91-7486037259,lead7472@example.com,606,36-50,Married with Kids,754616,Salaried,Villa,6004008,1854926,1,3,6,2,3,4,1.57,3.6,69,True
+91-9492235444,lead7473@example.com,716,36-50,Married,1485586,Business Owner,Villa,10009472,3148146,3,3,5,1,1,9,1.86,2.9,83,True
+91-9068168092,lead7474@example.com,572,26-35,Married with Kids,596064,Salaried,Apartment,3611747,986459,3,1,3,3,5,4,2.06,4.1,63,True
+91-9965663196,lead7475@example.com,621,26-35,Single,640122,Salaried,Plot,3327721,1230684,4,3,3,1,3,3,2.4,3.2,73,True
+91-7343868435,lead7476@example.com,615,36-50,Single,844892,Salaried,Plot,4522385,931725,1,2,7,1,5,3,2.34,2.2,70,True
+91-7610261057,lead7477@example.com,557,26-35,Married with Kids,573063,Salaried,Apartment,4184793,1144530,3,2,8,2,5,5,1.71,6.2,64,True
+91-9260905359,lead7478@example.com,607,26-35,Single,603481,Salaried,Plot,3862717,1050351,1,3,5,2,2,0,1.95,2.3,61,True
+91-8200101356,lead7479@example.com,639,26-35,Married,589223,Salaried,Villa,4067094,1182680,4,0,2,1,1,1,1.81,1.8,43,False
+91-8996886326,lead7480@example.com,677,26-35,Married with Kids,739118,Self-Employed,Apartment,5164600,1273811,2,2,4,1,3,7,1.79,0.7,61,True
+91-9220281423,lead7481@example.com,641,26-35,Married with Kids,514473,Salaried,Plot,3846466,1376617,6,5,6,3,4,10,1.67,0.4,79,True
+91-7336015067,lead7482@example.com,486,26-35,Married,513206,Salaried,Apartment,3517109,1107072,7,3,3,3,0,1,1.82,0.9,74,True
+91-9247800298,lead7483@example.com,641,26-35,Married with Kids,645390,Salaried,Apartment,3377981,1210365,1,1,8,1,2,0,2.39,6.4,55,False
+91-9620233330,lead7484@example.com,655,36-50,Single,869188,Salaried,Commercial,6257832,2092573,3,1,2,1,2,4,1.74,12.9,78,True
+91-7379874179,lead7485@example.com,662,36-50,Single,788352,Salaried,Apartment,5819993,1449472,4,2,5,1,3,15,1.69,9.1,69,True
+91-8053260431,lead7486@example.com,705,51+,Married,1252103,Self-Employed,Villa,7680079,2389667,2,3,7,3,1,3,2.04,3.5,89,True
+91-9029164060,lead7487@example.com,664,26-35,Single,689842,Salaried,Apartment,4483259,1038479,2,1,4,1,1,4,1.92,3.9,65,True
+91-9708676312,lead7488@example.com,642,36-50,Married,1112224,Business Owner,Apartment,6573217,2444210,4,3,1,2,3,12,2.12,3.3,71,True
+91-9850728447,lead7489@example.com,642,26-35,Married with Kids,644495,Salaried,Plot,3566306,1257561,3,1,3,8,3,4,2.26,0.1,57,False
+91-9872118270,lead7490@example.com,599,26-35,Married,589435,Self-Employed,Apartment,3451235,1220774,1,4,4,0,4,0,2.13,3.1,68,True
+91-7335359270,lead7491@example.com,659,18-25,Married with Kids,354383,Self-Employed,Apartment,2097575,837849,4,0,4,1,2,4,2.11,0.4,53,False
+91-9938075532,lead7492@example.com,593,26-35,Married,753659,Salaried,Apartment,4119430,1220734,1,2,6,0,6,11,2.29,4.8,60,True
+91-9721667797,lead7493@example.com,555,26-35,Married,610092,Salaried,Plot,4173206,1028921,0,3,6,4,3,0,1.83,6.9,59,False
+91-9315834382,lead7494@example.com,687,36-50,Single,1562667,Business Owner,Apartment,8268541,3013518,0,3,7,0,1,1,2.36,15.3,78,True
+91-9489485190,lead7495@example.com,634,26-35,Single,1180443,Business Owner,Villa,8983375,2595823,4,2,3,3,3,27,1.64,4.6,64,True
+91-8342176089,lead7496@example.com,703,26-35,Married,795672,Self-Employed,Villa,5253257,1915263,2,1,9,0,1,40,1.89,1.3,48,False
+91-9632982968,lead7497@example.com,646,36-50,Married with Kids,1032248,Salaried,Villa,7815159,1683546,6,2,2,2,2,15,1.65,1.5,60,True
+91-7226663762,lead7498@example.com,511,18-25,Married,303680,Salaried,Villa,2096871,518471,1,1,6,1,5,8,1.81,1.6,37,False
+91-8475519583,lead7499@example.com,737,36-50,Married,970489,Salaried,Apartment,5852417,1241771,1,2,2,1,5,3,2.07,0.7,80,True
+91-9297950359,lead7500@example.com,636,26-35,Married,647566,Salaried,Villa,3471991,1351200,4,2,7,3,2,11,2.33,21.9,64,True
+91-7046314343,lead7501@example.com,622,18-25,Married,548985,Business Owner,Plot,3354083,825053,4,1,7,1,5,18,2.05,9.6,63,True
+91-9013776199,lead7502@example.com,640,26-35,Single,575185,Salaried,Apartment,3458106,921701,4,3,5,4,1,5,2.08,7.1,66,True
+91-8950064497,lead7503@example.com,638,26-35,Married with Kids,458777,Salaried,Villa,3567437,1350911,6,4,5,4,4,11,1.61,3.9,63,True
+91-9201871277,lead7504@example.com,624,26-35,Married,601715,Salaried,Villa,3936707,923514,8,1,7,3,0,1,1.91,2.1,70,True
+91-9015337791,lead7505@example.com,620,26-35,Married with Kids,836505,Business Owner,Villa,4608181,1268973,2,2,6,2,5,15,2.27,46.3,73,True
+91-9465162177,lead7506@example.com,674,36-50,Married,1030481,Salaried,Plot,6220969,1989978,1,5,3,3,4,0,2.07,4.6,95,True
+91-8423841741,lead7507@example.com,633,26-35,Married,657078,Salaried,Apartment,5221425,1416647,2,6,3,4,5,12,1.57,0.1,60,True
+91-8808250421,lead7508@example.com,619,26-35,Married,566159,Salaried,Apartment,3530560,1278386,4,2,7,2,2,3,2.0,2.2,55,False
+91-8515756391,lead7509@example.com,555,26-35,Married with Kids,672434,Salaried,Apartment,4783606,1664115,1,5,5,1,1,7,1.76,5.8,60,True
+91-8265374436,lead7510@example.com,636,36-50,Single,793469,Salaried,Villa,4921851,1830051,3,2,7,1,2,2,2.02,7.4,69,True
+91-8242140808,lead7511@example.com,708,36-50,Married,784188,Freelancer,Plot,4981588,1299167,1,3,5,1,2,14,1.97,1.4,57,False
